Startzone,Endzone,Distanz (km),Zeit (h)
41.0,211.0,9.913179843930227,0.9913179843930227
41.0,224.0,8.24025132361888,0.824025132361888
41.0,229.0,5.402686929457239,0.5402686929457239
41.0,230.0,5.487855874566019,0.5487855874566019
41.0,231.0,10.732525328612203,1.0732525328612204
41.0,232.0,10.195253169226762,1.0195253169226761
41.0,233.0,6.230133566229859,0.6230133566229858
41.0,234.0,7.739234905923003,0.7739234905923003
41.0,236.0,2.6402941270740885,0.2640294127074089
41.0,237.0,4.372191749977127,0.4372191749977127
41.0,238.0,2.127526042375811,0.21275260423758108
41.0,239.0,3.242986392904826,0.32429863929048264
41.0,243.0,6.100607610070617,0.6100607610070617
41.0,244.0,4.386249146339521,0.43862491463395215
41.0,246.0,7.031472247466138,0.7031472247466138
41.0,249.0,8.843861084412868,0.8843861084412868
41.0,261.0,11.913276342247112,1.1913276342247112
41.0,262.0,3.2428083063533997,0.32428083063533997
41.0,263.0,2.8573684230996936,0.2857368423099694
42.0,4.0,11.04276307398733,1.1042763073987332
42.0,12.0,14.406823084387488,1.4406823084387488
42.0,13.0,13.516330076011368,1.3516330076011367
42.0,24.0,2.840652717197214,0.2840652717197214
42.0,41.0,1.8865800863529154,0.18865800863529153
42.0,43.0,4.727728255462348,0.4727728255462348
42.0,48.0,7.4029769964254495,0.740297699642545
42.0,68.0,9.23136161553641,0.9231361615536411
42.0,74.0,2.0362592769063785,0.20362592769063786
42.0,75.0,3.223102293898393,0.32231022938983933
42.0,79.0,10.840977066617391,1.0840977066617392
42.0,87.0,13.679542370744672,1.3679542370744673
42.0,88.0,14.14442803417346,1.414442803417346
42.0,90.0,9.624102256623482,0.9624102256623482
42.0,100.0,8.472373084486511,0.8472373084486511
42.0,103.0,16.854627972006003,1.6854627972006004
42.0,104.0,15.80975009291054,1.5809750092910542
42.0,105.0,16.003066489362478,1.6003066489362479
42.0,107.0,9.796369617656088,0.9796369617656089
42.0,113.0,10.613646370936976,1.0613646370936975
42.0,114.0,11.073996843181241,1.1073996843181242
42.0,116.0,1.2615469100405061,0.1261546910040506
42.0,118.0,11.85078317547866,1.185078317547866
42.0,120.0,3.326030554071165,0.33260305540711654
42.0,125.0,11.79106400543959,1.179106400543959
42.0,127.0,5.589134332057509,0.5589134332057509
42.0,128.0,6.315514429447823,0.6315514429447824
42.0,137.0,9.180811872445437,0.9180811872445437
42.0,140.0,5.953820733459224,0.5953820733459224
42.0,141.0,5.910298978769801,0.5910298978769801
42.0,142.0,6.114374742466797,0.6114374742466797
42.0,143.0,6.188201908590929,0.6188201908590929
42.0,144.0,11.917209228823863,1.1917209228823862
42.0,148.0,11.884541296595785,1.1884541296595785
42.0,151.0,3.2177601671303044,0.32177601671303047
42.0,152.0,1.1009874257858308,0.11009874257858307
42.0,153.0,6.979405510839075,0.6979405510839075
42.0,158.0,11.008998269769215,1.1008998269769215
42.0,161.0,7.385420256339555,0.7385420256339554
42.0,162.0,7.428739102494127,0.7428739102494127
42.0,163.0,6.8062905487364285,0.6806290548736429
42.0,164.0,8.740336199199783,0.8740336199199783
42.0,166.0,2.1288566885431397,0.21288566885431398
42.0,170.0,8.567123090906367,0.8567123090906368
42.0,186.0,8.93190623076378,0.893190623076378
42.0,194.0,3.345983629156258,0.33459836291562584
42.0,202.0,6.38931173578205,0.638931173578205
42.0,209.0,13.27971681540012,1.327971681540012
42.0,211.0,11.785796071773044,1.1785796071773045
42.0,224.0,10.054570982387506,1.0054570982387507
42.0,229.0,7.198280807197756,0.7198280807197757
42.0,230.0,7.369066520703134,0.7369066520703134
42.0,231.0,12.608872880558092,1.2608872880558093
42.0,232.0,12.009518077932123,1.2009518077932122
42.0,233.0,8.046027154180035,0.8046027154180034
42.0,234.0,9.609920167752572,0.9609920167752571
42.0,236.0,4.432758888187018,0.4432758888187018
42.0,237.0,6.210679392407662,0.6210679392407662
42.0,238.0,3.9596281634115815,0.39596281634115815
42.0,239.0,5.107586535314513,0.5107586535314513
42.0,243.0,4.332023738210186,0.43320237382101856
42.0,244.0,2.68735706942951,0.268735706942951
42.0,246.0,8.912151549633721,0.8912151549633721
42.0,249.0,10.727243048446587,1.0727243048446586
42.0,261.0,13.789312991960017,1.3789312991960017
42.0,262.0,4.820740729514817,0.48207407295148175
42.0,263.0,4.549396461967605,0.4549396461967605
43.0,4.0,6.499792020709391,0.6499792020709391
43.0,12.0,9.684679453180436,0.9684679453180436
43.0,13.0,8.788614020736432,0.8788614020736432
43.0,24.0,2.28017082148957,0.22801708214895702
43.0,41.0,2.849560516584916,0.2849560516584916
43.0,42.0,4.727728255462348,0.4727728255462348
43.0,48.0,2.7359526825718614,0.27359526825718616
43.0,68.0,4.533906239420075,0.45339062394200746
43.0,74.0,3.3899129750834405,0.33899129750834406
43.0,75.0,1.985897139331259,0.1985897139331259
43.0,79.0,6.189670195592418,0.6189670195592418
43.0,87.0,8.970759379376924,0.8970759379376924
43.0,88.0,9.429912888689595,0.9429912888689594
43.0,90.0,4.897969396205886,0.48979693962058857
43.0,100.0,3.7452724227046224,0.37452724227046225
43.0,103.0,12.137600513152131,1.2137600513152131
43.0,104.0,11.098439297670676,1.1098439297670677
43.0,105.0,11.288430078974633,1.1288430078974634
43.0,107.0,5.1186347539703805,0.511863475397038
43.0,113.0,5.895493976605027,0.5895493976605027
43.0,114.0,6.353870648312732,0.6353870648312732
43.0,116.0,5.421316655694119,0.5421316655694118
43.0,118.0,7.184269854274179,0.7184269854274179
43.0,120.0,7.994976546510966,0.7994976546510966
43.0,125.0,7.0638400232447385,0.7063840023244738
43.0,127.0,10.273177835750392,1.0273177835750391
43.0,128.0,10.923172909323377,1.0923172909323378
43.0,137.0,4.577572689255677,0.45775726892556773
43.0,140.0,1.972706171610638,0.1972706171610638
43.0,141.0,1.6379756413307087,0.16379756413307087
43.0,142.0,1.523037558914376,0.1523037558914376
43.0,143.0,1.84148530330162,0.184148530330162
43.0,144.0,7.213454105116509,0.7213454105116509
43.0,148.0,7.221304418680309,0.7221304418680309
43.0,151.0,1.9283375224843136,0.19283375224843136
43.0,152.0,4.303203122573254,0.43032031225732537
43.0,153.0,11.68384136662301,1.1683841366623011
43.0,158.0,6.29261196199305,0.629261196199305
43.0,161.0,2.6775431613118474,0.2677543161311847
43.0,162.0,2.7925336999561114,0.2792533699956111
43.0,163.0,2.080189753430324,0.20801897534303243
43.0,164.0,4.020104792998054,0.4020104792998054
43.0,166.0,3.197198604542168,0.3197198604542168
43.0,170.0,3.888521937984049,0.3888521937984049
43.0,186.0,4.21705073265454,0.42170507326545403
43.0,194.0,3.772371108340239,0.3772371108340239
43.0,202.0,2.5869658987276867,0.25869658987276867
43.0,209.0,8.578380241466444,0.8578380241466445
43.0,211.0,7.063862694315595,0.7063862694315595
43.0,224.0,5.465083668184607,0.5465083668184607
43.0,229.0,2.7202273617820443,0.27202273617820444
43.0,230.0,2.641778892589322,0.2641778892589322
43.0,231.0,7.883114868401686,0.7883114868401686
43.0,232.0,7.409553034333649,0.7409553034333649
43.0,233.0,3.475034073200981,0.3475034073200981
43.0,234.0,4.890874112417811,0.4890874112417811
43.0,236.0,0.8267408053140517,0.08267408053140517
43.0,237.0,1.6103864585671421,0.1610386458567142
43.0,238.0,1.3192035537311275,0.13192035537311275
43.0,239.0,1.0283659971539718,0.10283659971539719
43.0,243.0,8.92034301841091,0.8920343018410909
43.0,244.0,7.192935135984708,0.7192935135984708
43.0,246.0,4.286714403597528,0.4286714403597528
43.0,249.0,6.0012747706374565,0.6001274770637457
43.0,261.0,9.063833958603588,0.9063833958603589
43.0,262.0,1.8461998168337088,0.18461998168337088
43.0,263.0,1.3171437216943533,0.13171437216943532
48.0,4.0,4.588603992247443,0.4588603992247443
48.0,12.0,7.144623891255358,0.7144623891255357
48.0,13.0,6.19257658218743,0.619257658218743
48.0,24.0,4.708044020716569,0.4708044020716569
48.0,41.0,5.517104144849615,0.5517104144849615
48.0,42.0,7.4029769964254495,0.740297699642545
48.0,43.0,2.7359526825718614,0.27359526825718616
48.0,68.0,1.8342429151570296,0.18342429151570297
48.0,74.0,6.114797313722149,0.6114797313722149
48.0,75.0,4.67176233706108,0.46717623370610795
48.0,79.0,4.017114478631457,0.4017114478631457
48.0,87.0,6.503388251883594,0.6503388251883594
48.0,88.0,6.93210397317024,0.693210397317024
48.0,90.0,2.3175244655309197,0.23175244655309196
48.0,100.0,1.3678757715832208,0.13678757715832207
48.0,103.0,9.462112744456103,0.9462112744456104
48.0,104.0,8.411884530031777,0.8411884530031777
48.0,105.0,8.773012222481873,0.8773012222481873
48.0,107.0,2.9449077375769197,0.29449077375769195
48.0,113.0,3.455788279116831,0.3455788279116831
48.0,114.0,3.882967002740769,0.38829670027407687
48.0,116.0,7.954752082554313,0.7954752082554313
48.0,118.0,4.9081553457188996,0.49081553457189
48.0,120.0,10.59489769519884,1.059489769519884
48.0,125.0,4.460345722423588,0.44603457224235876
48.0,127.0,12.865990311515818,1.2865990311515818
48.0,128.0,13.453187507299972,1.3453187507299973
48.0,137.0,2.7677934068516707,0.2767793406851671
48.0,140.0,2.948564126934244,0.29485641269342444
48.0,141.0,2.5388321370842712,0.25388321370842715
48.0,142.0,1.2958339030498012,0.12958339030498012
48.0,143.0,1.4275114801406683,0.14275114801406683
48.0,144.0,4.80416487471194,0.48041648747119403
48.0,148.0,4.953599119658403,0.4953599119658403
48.0,151.0,4.310540224806031,0.4310540224806031
48.0,152.0,6.839023261323718,0.6839023261323718
48.0,153.0,14.291138263854032,1.4291138263854033
48.0,158.0,3.6283910252756306,0.3628391025275631
48.0,161.0,1.1229597402899034,0.11229597402899034
48.0,162.0,1.6036070521055559,0.1603607052105556
48.0,163.0,0.8355020382444889,0.08355020382444889
48.0,164.0,1.7226747000842226,0.17226747000842227
48.0,166.0,5.626509774166287,0.5626509774166287
48.0,170.0,1.931087597076552,0.1931087597076552
48.0,186.0,1.5744844031852394,0.15744844031852395
48.0,194.0,6.300126650533646,0.6300126650533646
48.0,202.0,3.29348720564024,0.329348720564024
48.0,209.0,6.146249841225731,0.614624984122573
48.0,211.0,4.56097610743052,0.456097610743052
48.0,224.0,3.5491694283916164,0.35491694283916164
48.0,229.0,2.1365428483915707,0.21365428483915708
48.0,230.0,0.656108905558338,0.0656108905558338
48.0,231.0,5.3327419889229954,0.5332741988922995
48.0,232.0,5.300512830747196,0.5300512830747196
48.0,233.0,2.133968338430353,0.2133968338430353
48.0,234.0,2.5030770998994125,0.25030770998994123
48.0,236.0,3.335782152722315,0.33357821527223147
48.0,237.0,1.86995038621988,0.18699503862198802
48.0,238.0,3.5396539756179446,0.35396539756179446
48.0,239.0,2.3729025700959268,0.23729025700959266
48.0,243.0,11.461453247296172,1.1461453247296172
48.0,244.0,9.73076455818925,0.973076455818925
48.0,246.0,1.5559383976356431,0.1555938397635643
48.0,249.0,3.39342991437256,0.339342991437256
48.0,261.0,6.503914057585316,0.6503914057585316
48.0,262.0,3.862492809228445,0.3862492809228445
48.0,263.0,3.5957061353773723,0.3595706135377372
68.0,4.0,3.4560325316114113,0.34560325316114116
68.0,12.0,5.35424446211065,0.535424446211065
68.0,13.0,4.379466251686226,0.43794662516862265
68.0,24.0,6.5396689781624575,0.6539668978162457
68.0,41.0,7.344823055903134,0.7344823055903134
68.0,42.0,9.23136161553641,0.9231361615536411
68.0,43.0,4.533906239420075,0.45339062394200746
68.0,48.0,1.8342429151570296,0.18342429151570297
68.0,74.0,7.875182723543377,0.7875182723543377
68.0,75.0,6.410695792440922,0.6410695792440922
68.0,79.0,2.6810627691728874,0.2681062769172887
68.0,87.0,4.7629520876561635,0.4762952087656164
68.0,88.0,5.167363708812799,0.5167363708812799
68.0,90.0,0.6936182546808783,0.06936182546808783
68.0,100.0,1.099802673762538,0.1099802673762538
68.0,103.0,7.628251304893196,0.7628251304893195
