,start_time,end_time,zone_name,state_value
174,395,399,Zone_3,0.0
175,395,399,Zone_4,0.021798679500000005
176,400,404,Zone_1,0.0
177,400,404,Zone_2,0.0
178,400,404,Zone_3,0.020448531000000002
179,400,404,Zone_4,0.0
180,405,409,Zone_1,0.0
181,405,409,Zone_2,0.0
182,405,409,Zone_3,0.0
183,405,409,Zone_4,0.0
184,410,414,Zone_1,0.0
185,410,414,Zone_2,0.0
186,410,414,Zone_3,0.0
187,410,414,Zone_4,0.020114560471648803
188,415,419,Zone_1,0.021145808371072692
189,415,419,Zone_2,0.0
190,415,419,Zone_3,0.0
191,415,419,Zone_4,0.022182568227000002
192,420,424,Zone_1,0.4277137534938048
193,420,424,Zone_2,0.08256926835393598
194,420,424,Zone_3,0.3228405125106968
195,420,424,Zone_4,0.4035246754597594
196,425,429,Zone_1,0.0
197,425,429,Zone_2,0.019292641565725237
198,425,429,Zone_3,0.0
199,425,429,Zone_4,0.021266633842333352
200,430,434,Zone_1,0.0
201,430,434,Zone_2,0.0
202,430,434,Zone_3,0.0
203,430,434,Zone_4,0.0
204,435,439,Zone_1,0.0
205,435,439,Zone_2,0.0
206,435,439,Zone_3,0.0
207,435,439,Zone_4,0.02054628963690992
208,440,444,Zone_1,0.0
209,440,444,Zone_2,0.0
210,440,444,Zone_3,0.0
211,440,444,Zone_4,0.0
212,445,449,Zone_1,0.020069367007384722
213,445,449,Zone_2,0.0
214,445,449,Zone_3,0.0
215,445,449,Zone_4,0.021706659670905022
216,450,454,Zone_1,0.0
217,450,454,Zone_2,0.020476447593462
218,450,454,Zone_3,0.0222319692765
219,450,454,Zone_4,0.020587443937340664
220,455,459,Zone_1,0.020810243853755538
221,455,459,Zone_2,0.019814724570991975
222,455,459,Zone_3,0.02172
223,455,459,Zone_4,0.0
224,460,464,Zone_1,0.0
225,460,464,Zone_2,0.0
226,460,464,Zone_3,0.0
227,460,464,Zone_4,0.0
228,465,469,Zone_1,0.0
229,465,469,Zone_2,0.0
230,465,469,Zone_3,0.0
231,465,469,Zone_4,0.0
232,470,474,Zone_1,0.0
233,470,474,Zone_2,0.0
234,470,474,Zone_3,0.0
235,470,474,Zone_4,0.02274107471278303
236,475,479,Zone_1,0.0
237,475,479,Zone_2,0.0
238,475,479,Zone_3,0.0
239,475,479,Zone_4,0.0
240,480,484,Zone_1,0.3440423258458324
241,480,484,Zone_2,0.07848208500930098
242,480,484,Zone_3,0.20148417369177818
243,480,484,Zone_4,0.25236821802540355
244,485,489,Zone_1,0.022554107430577904
245,485,489,Zone_2,0.0
246,485,489,Zone_3,0.020772206999999997
247,485,489,Zone_4,0.02288847000088513
248,490,494,Zone_1,0.0
249,490,494,Zone_2,0.01889604967978325
250,490,494,Zone_3,0.0
251,490,494,Zone_4,0.0
252,495,499,Zone_1,0.0
253,495,499,Zone_2,0.0
254,495,499,Zone_3,0.0
255,495,499,Zone_4,0.0
256,500,504,Zone_1,0.020632467443248603
257,500,504,Zone_2,0.0
258,500,504,Zone_3,0.0
259,500,504,Zone_4,0.0
260,505,509,Zone_1,0.0
261,505,509,Zone_2,0.0
262,505,509,Zone_3,0.0
263,505,509,Zone_4,0.021400098306986318
264,510,514,Zone_1,0.0
265,510,514,Zone_2,0.0
266,510,514,Zone_3,0.022275942798147173
267,510,514,Zone_4,0.0
268,515,519,Zone_1,0.020130655242059828
269,515,519,Zone_2,0.020807294577020793
270,515,519,Zone_3,0.0
271,515,519,Zone_4,0.0
272,520,524,Zone_1,0.020940056982
273,520,524,Zone_2,0.0
274,520,524,Zone_3,0.020007972000000002
275,520,524,Zone_4,0.02124588444507673
276,525,529,Zone_1,0.0226703526927615
277,525,529,Zone_2,0.04302187017352884
278,525,529,Zone_3,0.0
279,525,529,Zone_4,0.04317874103395156
280,530,534,Zone_1,0.04517201748990649
281,530,534,Zone_2,0.0
282,530,534,Zone_3,0.0
283,530,534,Zone_4,0.0
284,535,539,Zone_1,0.0
285,535,539,Zone_2,0.0
286,535,539,Zone_3,0.0
287,535,539,Zone_4,0.0
288,540,544,Zone_1,0.31156436687767375
289,540,544,Zone_2,0.07291995849982409
290,540,544,Zone_3,0.2044672469203406
291,540,544,Zone_4,0.24565666018796153
292,545,549,Zone_1,0.020902672365030017
293,545,549,Zone_2,0.0
294,545,549,Zone_3,0.0
295,545,549,Zone_4,0.02234787634447047
296,550,554,Zone_1,0.041891811466471376
297,550,554,Zone_2,0.0
298,550,554,Zone_3,0.0
299,550,554,Zone_4,0.04437505866473665
300,555,559,Zone_1,0.0
301,555,559,Zone_2,0.0
302,555,559,Zone_3,0.0
303,555,559,Zone_4,0.042883303639182545
304,560,564,Zone_1,0.0
305,560,564,Zone_2,0.0
306,560,564,Zone_3,0.0
307,560,564,Zone_4,0.021360855285262142
308,565,569,Zone_1,0.0
309,565,569,Zone_2,0.0
310,565,569,Zone_3,0.0
311,565,569,Zone_4,0.0
312,570,574,Zone_1,0.0
313,570,574,Zone_2,0.0
314,570,574,Zone_3,0.0
315,570,574,Zone_4,0.0
316,575,579,Zone_1,0.022320606376236694
317,575,579,Zone_2,0.019372119422429508
318,575,579,Zone_3,0.0
319,575,579,Zone_4,0.0
320,580,584,Zone_1,0.0
321,580,584,Zone_2,0.0
322,580,584,Zone_3,0.0
323,580,584,Zone_4,0.0
324,585,589,Zone_1,0.0
325,585,589,Zone_2,0.0
326,585,589,Zone_3,0.0
327,585,589,Zone_4,0.0
328,590,594,Zone_1,0.0
329,590,594,Zone_2,0.0
330,590,594,Zone_3,0.0206448345
331,590,594,Zone_4,0.0
332,595,599,Zone_1,0.0
333,595,599,Zone_2,0.0
334,595,599,Zone_3,0.0
335,595,599,Zone_4,0.0
336,600,604,Zone_1,0.3030780018913385
337,600,604,Zone_2,0.08045708461705613
338,600,604,Zone_3,0.1912080918665737
339,600,604,Zone_4,0.3435443931258814
340,605,609,Zone_1,0.0
341,605,609,Zone_2,0.0
342,605,609,Zone_3,0.0
343,605,609,Zone_4,0.0
344,610,614,Zone_1,0.021847882288952958
345,610,614,Zone_2,0.0
346,610,614,Zone_3,0.0
347,610,614,Zone_4,0.0
348,615,619,Zone_1,0.0
349,615,619,Zone_2,0.0
350,615,619,Zone_3,0.0
351,615,619,Zone_4,0.021903574500000002
352,620,624,Zone_1,0.0
353,620,624,Zone_2,0.0
354,620,624,Zone_3,0.0
355,620,624,Zone_4,0.0
356,625,629,Zone_1,0.0
357,625,629,Zone_2,0.0
358,625,629,Zone_3,0.0
359,625,629,Zone_4,0.021013757630721053
360,630,634,Zone_1,0.020786433857926435
361,630,634,Zone_2,0.04050080318462237
362,630,634,Zone_3,0.0
363,630,634,Zone_4,0.04146317274187673
364,635,639,Zone_1,0.0638659603996358
365,635,639,Zone_2,0.020208473148944337
366,635,639,Zone_3,0.0
367,635,639,Zone_4,0.04445263151508772
368,640,644,Zone_1,0.0
369,640,644,Zone_2,0.04114223641399294
370,640,644,Zone_3,0.0
371,640,644,Zone_4,0.0
372,645,649,Zone_1,0.0
373,645,649,Zone_2,0.0
374,645,649,Zone_3,0.0
375,645,649,Zone_4,0.0
376,650,654,Zone_1,0.0
377,650,654,Zone_2,0.0
378,650,654,Zone_3,0.0
379,650,654,Zone_4,0.0
380,655,659,Zone_1,0.042377129139749496
381,655,659,Zone_2,0.0
382,655,659,Zone_3,0.0
383,655,659,Zone_4,0.02180018934793398
384,660,664,Zone_1,0.1750798378652495
385,660,664,Zone_2,0.06427292963091451
386,660,664,Zone_3,0.2783248741794355
387,660,664,Zone_4,0.3864375450229894
388,665,669,Zone_1,0.0
389,665,669,Zone_2,0.02091089310989871
390,665,669,Zone_3,0.0
391,665,669,Zone_4,0.0
392,670,674,Zone_1,0.0
393,670,674,Zone_2,0.0
394,670,674,Zone_3,0.0
395,670,674,Zone_4,0.0
396,675,679,Zone_1,0.0
397,675,679,Zone_2,0.0
398,675,679,Zone_3,0.0
399,675,679,Zone_4,0.021898672371535505
400,680,684,Zone_1,0.0
401,680,684,Zone_2,0.0
402,680,684,Zone_3,0.0
403,680,684,Zone_4,0.045304367585297406
404,685,689,Zone_1,0.021673282502156596
405,685,689,Zone_2,0.01942157527394848
406,685,689,Zone_3,0.0
407,685,689,Zone_4,0.0
408,690,694,Zone_1,0.0
409,690,694,Zone_2,0.0
410,690,694,Zone_3,0.0
411,690,694,Zone_4,0.02226
412,695,699,Zone_1,0.0
413,695,699,Zone_2,0.0
414,695,699,Zone_3,0.0
415,695,699,Zone_4,0.0
416,700,704,Zone_1,0.01999843411451736
417,700,704,Zone_2,0.0
418,700,704,Zone_3,0.0
419,700,704,Zone_4,0.043304199218880915
420,705,709,Zone_1,0.0
421,705,709,Zone_2,0.0
422,705,709,Zone_3,0.0
423,705,709,Zone_4,0.0
424,710,714,Zone_1,0.0
425,710,714,Zone_2,0.0
426,710,714,Zone_3,0.0
427,710,714,Zone_4,0.0
428,715,719,Zone_1,0.0
429,715,719,Zone_2,0.0
430,715,719,Zone_3,0.0
431,715,719,Zone_4,0.0
432,720,724,Zone_1,0.1546805069314471
433,720,724,Zone_2,0.10219641002061096
434,720,724,Zone_3,0.22461388005337626
435,720,724,Zone_4,0.29758220837110166
436,725,729,Zone_1,0.0
437,725,729,Zone_2,0.0
438,725,729,Zone_3,0.0
439,725,729,Zone_4,0.0
440,730,734,Zone_1,0.0
441,730,734,Zone_2,0.0
442,730,734,Zone_3,0.0
443,730,734,Zone_4,0.0
444,735,739,Zone_1,0.0
445,735,739,Zone_2,0.0
446,735,739,Zone_3,0.0
447,735,739,Zone_4,0.0
448,740,744,Zone_1,0.0
449,740,744,Zone_2,0.0
450,740,744,Zone_3,0.0
451,740,744,Zone_4,0.0
452,745,749,Zone_1,0.0
453,745,749,Zone_2,0.0
454,745,749,Zone_3,0.0
455,745,749,Zone_4,0.0
456,750,754,Zone_1,0.0
457,750,754,Zone_2,0.0
458,750,754,Zone_3,0.0
459,750,754,Zone_4,0.0
460,755,759,Zone_1,0.0
461,755,759,Zone_2,0.0
462,755,759,Zone_3,0.0
463,755,759,Zone_4,0.0
464,760,764,Zone_1,0.0
465,760,764,Zone_2,0.0
466,760,764,Zone_3,0.0
467,760,764,Zone_4,0.0
468,765,769,Zone_1,0.0
469,765,769,Zone_2,0.0
470,765,769,Zone_3,0.0
471,765,769,Zone_4,0.0
472,770,774,Zone_1,0.0
473,770,774,Zone_2,0.0
474,770,774,Zone_3,0.0
475,770,774,Zone_4,0.0
476,775,779,Zone_1,0.0
477,775,779,Zone_2,0.0
478,775,779,Zone_3,0.0
479,775,779,Zone_4,0.0
480,780,784,Zone_1,0.0
481,780,784,Zone_2,0.0
482,780,784,Zone_3,0.0
483,780,784,Zone_4,0.0
484,785,789,Zone_1,0.0
485,785,789,Zone_2,0.0
486,785,789,Zone_3,0.0
487,785,789,Zone_4,0.0
488,790,794,Zone_1,0.0
489,790,794,Zone_2,0.0
490,790,794,Zone_3,0.0
491,790,794,Zone_4,0.0
492,795,799,Zone_1,0.0
493,795,799,Zone_2,0.0
494,795,799,Zone_3,0.0
495,795,799,Zone_4,0.0
496,800,804,Zone_1,0.0
497,800,804,Zone_2,0.0
498,800,804,Zone_3,0.0
499,800,804,Zone_4,0.0
500,805,809,Zone_1,0.0
501,805,809,Zone_2,0.0
502,805,809,Zone_3,0.0
503,805,809,Zone_4,0.0
504,810,814,Zone_1,0.0
505,810,814,Zone_2,0.0
506,810,814,Zone_3,0.0
507,810,814,Zone_4,0.0
508,815,819,Zone_1,0.0
509,815,819,Zone_2,0.0
510,815,819,Zone_3,0.0
511,815,819,Zone_4,0.0
512,820,824,Zone_1,0.0
513,820,824,Zone_2,0.0
514,820,824,Zone_3,0.0
515,820,824,Zone_4,0.0
516,825,829,Zone_1,0.0
517,825,829,Zone_2,0.0
518,825,829,Zone_3,0.0
519,825,829,Zone_4,0.0
520,830,834,Zone_1,0.0
521,830,834,Zone_2,0.0
522,830,834,Zone_3,0.0
523,830,834,Zone_4,0.0
524,835,839,Zone_1,0.0
525,835,839,Zone_2,0.0
526,835,839,Zone_3,0.0
527,835,839,Zone_4,0.0
